1773577570.659209 server started (43165): version 3.5a, socket /tmp/tmux-1000/default, protocol 8
1773577570.659259 on Linux 6.19.7-200.fc43.x86_64 #1 SMP PREEMPT_DYNAMIC Thu Mar 12 15:50:03 UTC 2026
1773577570.659295 using libevent 2.1.12-stable poll
1773577570.659313 using ncurses 6.5 20250614
1773577587.238782 client 0x5650cf0fd560 IDENTIFY_ENVIRON LC_MEASUREMENT=en_GB.UTF-8
1773577587.238792 peer 0x5650cf0e94b0 message 105
1773577587.238803 client 0x5650cf0fd560 IDENTIFY_ENVIRON POSH_SHELL=fish
1773577587.238813 peer 0x5650cf0e94b0 message 105
1773577587.238824 client 0x5650cf0fd560 IDENTIFY_ENVIRON INVOCATION_ID=3533dafb9c2743b0a75af8ee6ec9e709
1773577587.238833 peer 0x5650cf0e94b0 message 105
1773577587.238845 client 0x5650cf0fd560 IDENTIFY_ENVIRON KONSOLE_VERSION=251203
1773577587.238855 peer 0x5650cf0e94b0 message 105
1773577587.238866 client 0x5650cf0fd560 IDENTIFY_ENVIRON PAM_KWALLET5_LOGIN=/run/user/1000/kwallet5.socket
1773577587.238875 peer 0x5650cf0e94b0 message 105
1773577587.238887 client 0x5650cf0fd560 IDENTIFY_ENVIRON DEBUGINFOD_IMA_CERT_PATH=/etc/keys/ima:
1773577587.238896 peer 0x5650cf0e94b0 message 105
1773577587.238907 client 0x5650cf0fd560 IDENTIFY_ENVIRON LC_TIME=en_GB.UTF-8
1773577587.238917 peer 0x5650cf0e94b0 message 105
1773577587.238927 client 0x5650cf0fd560 IDENTIFY_ENVIRON WINDOWID=94104913945088
1773577587.238938 peer 0x5650cf0e94b0 message 105
1773577587.238949 client 0x5650cf0fd560 IDENTIFY_ENVIRON LOGNAME=fastoch
1773577587.238959 peer 0x5650cf0e94b0 message 105
1773577587.238970 client 0x5650cf0fd560 IDENTIFY_ENVIRON COLORFGBG=15;0
1773577587.238979 peer 0x5650cf0e94b0 message 105
1773577587.238989 client 0x5650cf0fd560 IDENTIFY_ENVIRON CONDA_PROMPT_MODIFIER=false
1773577587.238999 peer 0x5650cf0e94b0 message 105
1773577587.239010 client 0x5650cf0fd560 IDENTIFY_ENVIRON KDE_SESSION_UID=1000
1773577587.239020 peer 0x5650cf0e94b0 message 105
1773577587.239031 client 0x5650cf0fd560 IDENTIFY_ENVIRON IMSETTINGS_MODULE=none
1773577587.239042 peer 0x5650cf0e94b0 message 105
1773577587.239052 client 0x5650cf0fd560 IDENTIFY_ENVIRON XDG_VTNR=2
1773577587.239062 peer 0x5650cf0e94b0 message 105
1773577587.239073 client 0x5650cf0fd560 IDENTIFY_ENVIRON EDITOR=/usr/bin/nano
1773577587.239083 peer 0x5650cf0e94b0 message 105
1773577587.239094 client 0x5650cf0fd560 IDENTIFY_ENVIRON SHELL_SESSION_ID=497509756a8b4840ba55e7d6f3f1f1a1
1773577587.239115 peer 0x5650cf0e94b0 message 105
1773577587.239125 client 0x5650cf0fd560 IDENTIFY_ENVIRON IMSETTINGS_INTEGRATE_DESKTOP=yes
1773577587.239137 peer 0x5650cf0e94b0 message 105
1773577587.239147 client 0x5650cf0fd560 IDENTIFY_ENVIRON KDE_SESSION_VERSION=6
1773577587.239157 peer 0x5650cf0e94b0 message 105
1773577587.239168 client 0x5650cf0fd560 IDENTIFY_ENVIRON KDEDIRS=/usr
1773577587.239178 peer 0x5650cf0e94b0 message 105
1773577587.239190 client 0x5650cf0fd560 IDENTIFY_ENVIRON _JAVA_AWT_WM_NONREPARENTING=1
1773577587.239201 peer 0x5650cf0e94b0 message 105
1773577587.239212 client 0x5650cf0fd560 IDENTIFY_ENVIRON LS_COLORS=
1773577587.239224 peer 0x5650cf0e94b0 message 105
1773577587.239241 client 0x5650cf0fd560 IDENTIFY_ENVIRON LC_MONETARY=en_GB.UTF-8
1773577587.239253 peer 0x5650cf0e94b0 message 105
1773577587.239264 client 0x5650cf0fd560 IDENTIFY_ENVIRON XKB_DEFAULT_MODEL=pc105
1773577587.239274 peer 0x5650cf0e94b0 message 105
1773577587.239285 client 0x5650cf0fd560 IDENTIFY_ENVIRON KONSOLE_DBUS_SERVICE=:1.102
1773577587.239295 peer 0x5650cf0e94b0 message 105
1773577587.239306 client 0x5650cf0fd560 IDENTIFY_ENVIRON USER=fastoch
1773577587.239317 peer 0x5650cf0e94b0 message 105
1773577587.239328 client 0x5650cf0fd560 IDENTIFY_ENVIRON XDG_SEAT_PATH=/org/freedesktop/DisplayManager/Seat0
1773577587.239339 peer 0x5650cf0e94b0 message 105
1773577587.239349 client 0x5650cf0fd560 IDENTIFY_ENVIRON XDG_SESSION_CLASS=user
1773577587.239359 peer 0x5650cf0e94b0 message 105
1773577587.239370 client 0x5650cf0fd560 IDENTIFY_ENVIRON XDG_RUNTIME_DIR=/run/user/1000
1773577587.239379 peer 0x5650cf0e94b0 message 105
1773577587.239390 client 0x5650cf0fd560 IDENTIFY_ENVIRON XKB_DEFAULT_VARIANT=oss
1773577587.239401 peer 0x5650cf0e94b0 message 105
1773577587.239412 client 0x5650cf0fd560 IDENTIFY_ENVIRON KDE_APPLICATIONS_AS_SCOPE=1
1773577587.239421 peer 0x5650cf0e94b0 message 105
1773577587.239432 client 0x5650cf0fd560 IDENTIFY_ENVIRON LC_TELEPHONE=en_GB.UTF-8
1773577587.239442 peer 0x5650cf0e94b0 message 105
1773577587.239452 client 0x5650cf0fd560 IDENTIFY_ENVIRON KONSOLE_DBUS_ACTIVATION_COOKIE=wBqfCHheOTzQDELpDsly3uBPkrcsRzkf4OqlpFVxwKM=
1773577587.239463 peer 0x5650cf0e94b0 message 105
1773577587.239473 client 0x5650cf0fd560 IDENTIFY_ENVIRON SHELL=/usr/bin/fish
1773577587.239483 peer 0x5650cf0e94b0 message 105
1773577587.239494 client 0x5650cf0fd560 IDENTIFY_ENVIRON PROFILEHOME=
1773577587.239504 peer 0x5650cf0e94b0 message 106
1773577587.239514 client 0x5650cf0fd560 name is /dev/pts/2
1773577587.239529 tty_resize: /dev/pts/2 now 188x55 (10x20)
1773577587.239542 cmdq_next <global>: empty
1773577587.239552 cmdq_next </dev/pts/1>: empty
1773577587.239561 cmdq_next </dev/pts/2>: empty
1773577587.239572 server_client_reset_state: client /dev/pts/1 mode CURSOR,KKEYPAD,WRAP,BRACKETPASTE,FOCUSON
1773577587.239584 server_client_reset_state: cursor to 21,3
1773577587.239594 server_client_check_pane_buffer: pane %0 is on
1773577587.239605 @0 active pane changed
1773577587.239617 @0 name timer already queued (194681 left)
1773577587.239682 peer 0x5650cf0e94b0 message 200
1773577587.239696 cmd_unpack_argv: argv[0]=list-commands
1773577587.239706 cmd_unpack_argv: argv[1]=-F
1773577587.239716 cmd_unpack_argv: argv[2]=#{command_list_name} #{command_list_alias}
1773577587.239727 cmd_parse_build_commands 0:0: list-commands
1773577587.239737 cmd_parse_build_commands 0:1: -F
1773577587.239748 cmd_parse_build_commands 0:2: #{command_list_name} #{command_list_alias}
1773577587.239762 args_parse_flags: next -F
1773577587.239773 args_parse_flag_argument: -F = #{command_list_name} #{command_list_alias}
1773577587.239783 args_parse: flags end at 3 of 3
1773577587.239797 cmd_parse_build_commands: list-commands -F "#{command_list_name} #{command_list_alias}"
1773577587.239809 cmdq_get_command: [list-commands/0x5650cf0708d0] group 2733
1773577587.239819 cmdq_append </dev/pts/2>: [list-commands/0x5650cf0708d0]
1773577587.239831 cmdq_append </dev/pts/2>: [server_client_command_done/0x5650cf0ca360]
1773577587.239842 cmdq_next <global>: empty
1773577587.239853 cmdq_next </dev/pts/1>: empty
1773577587.239862 cmdq_next </dev/pts/2>: enter
1773577587.239873 cmdq_next </dev/pts/2>: [list-commands/0x5650cf0708d0] (0), flags 0
1773577587.239886 message: /dev/pts/2 command: list-commands -F "#{command_list_name} #{command_list_alias}"
1773577587.239900 cmd_find_inside_pane: got pane %0 (/dev/pts/2)
1773577587.239911 cmd_find_best_session_with_window: window is @0
1773577587.239921 cmd_find_best_session: 1 sessions to try
1773577587.239931 cmd_find_best_winlink_with_window: window is @0
1773577587.239942 cmd_find_current_client: no target, return 0x5650cf0ca630
1773577587.239953 cmd_find_from_client: s=$0 0
1773577587.239963 cmd_find_from_client: wl=0 1 w=@0 fish
1773577587.239980 cmd_find_from_client: wp=%0
1773577587.239993 cmd_find_from_client: idx=none
1773577587.240003 cmd_find_from_client: s=$0 0
1773577587.240013 cmd_find_from_client: wl=0 1 w=@0 fish
1773577587.240023 cmd_find_from_client: wp=%0
1773577587.240033 cmd_find_from_client: idx=none
1773577587.240044 format_defaults: c=none
1773577587.240053 format_defaults: s=none
1773577587.240063 format_defaults: wl=none
1773577587.240072 format_defaults: wp=none
1773577587.240085 format_expand1: expanding format: #{command_list_name} #{command_list_alias}
1773577587.240096 format_expand1: found #{}: command_list_name
1773577587.240125 format_replace: format 'command_list_name' found: attach-session
1773577587.240136 format_replace: replaced 'command_list_name' with 'attach-session'
1773577587.240147 format_expand1: found #{}: command_list_alias
1773577587.240158 format_replace: format 'command_list_alias' found: attach
1773577587.240169 format_replace: replaced 'command_list_alias' with 'attach'
1773577587.240180 format_expand1: result is: attach-session attach
1773577587.240194 server_client_print: attach-session attach
1773577587.240205 sending message 303 to peer 0x5650cf0e94b0 (12 bytes)
1773577587.240221 format_expand1: expanding format: #{command_list_name} #{command_list_alias}
1773577587.240232 format_expand1: found #{}: command_list_name
1773577587.240244 format_replace: format 'command_list_name' found: bind-key
1773577587.240254 format_replace: replaced 'command_list_name' with 'bind-key'
1773577587.240264 format_expand1: found #{}: command_list_alias
1773577587.240275 format_replace: format 'command_list_alias' found: bind
1773577587.240286 format_replace: replaced 'command_list_alias' with 'bind'
1773577587.240296 format_expand1: result is: bind-key bind
1773577587.240306 server_client_print: bind-key bind
1773577587.240318 sending message 304 to peer 0x5650cf0e94b0 (40 bytes)
1773577587.240329 file 1 sent 36, left 0
1773577587.240340 format_expand1: expanding format: #{command_list_name} #{command_list_alias}
1773577587.240350 format_expand1: found #{}: command_list_name
1773577587.240361 format_replace: format 'command_list_name' found: break-pane
1773577587.240372 format_replace: replaced 'command_list_name' with 'break-pane'
1773577587.240382 format_expand1: found #{}: command_list_alias
1773577587.240392 format_replace: format 'command_list_alias' found: breakp
1773577587.240404 format_replace: replaced 'command_list_alias' with 'breakp'
1773577587.240413 format_expand1: result is: break-pane breakp
1773577587.240424 server_client_print: break-pane breakp
1773577587.240434 sending message 304 to peer 0x5650cf0e94b0 (22 bytes)
1773577587.240444 file 1 sent 18, left 0
1773577587.240456 format_expand1: expanding format: #{command_list_name} #{command_list_alias}
1773577587.240466 format_expand1: found #{}: command_list_name
1773577587.240477 format_replace: format 'command_list_name' found: capture-pane
1773577587.240487 format_replace: replaced 'command_list_name' with 'capture-pane'
1773577587.240498 format_expand1: found #{}: command_list_alias
1773577587.240509 format_replace: format 'command_list_alias' found: capturep
1773577587.240519 format_replace: replaced 'command_list_alias' with 'capturep'
1773577587.240530 format_expand1: result is: capture-pane capturep
1773577587.240540 server_client_print: capture-pane capturep
1773577587.240550 sending message 304 to peer 0x5650cf0e94b0 (26 bytes)
1773577587.240560 file 1 sent 22, left 0
1773577587.240571 format_expand1: expanding format: #{command_list_name} #{command_list_alias}
1773577587.240582 format_expand1: found #{}: command_list_name
1773577587.240593 format_replace: format 'command_list_name' found: choose-buffer
1773577587.240603 format_replace: replaced 'command_list_name' with 'choose-buffer'
1773577587.240613 format_expand1: found #{}: command_list_alias
1773577587.240624 format_replace: format 'command_list_alias' found: 
1773577587.240635 format_replace: replaced 'command_list_alias' with ''
1773577587.240645 format_expand1: result is: choose-buffer 
1773577587.240662 server_client_print: choose-buffer 
1773577587.240675 sending message 304 to peer 0x5650cf0e94b0 (19 bytes)
1773577587.240687 file 1 sent 15, left 0
1773577587.240697 format_expand1: expanding format: #{command_list_name} #{command_list_alias}
1773577587.240707 format_expand1: found #{}: command_list_name
1773577587.240718 format_replace: format 'command_list_name' found: choose-client
1773577587.240728 format_replace: replaced 'command_list_name' with 'choose-client'
1773577587.240738 format_expand1: found #{}: command_list_alias
1773577587.240748 format_replace: format 'command_list_alias' found: 
1773577587.240758 format_replace: replaced 'command_list_alias' with ''
1773577587.240769 format_expand1: result is: choose-client 
1773577587.240780 server_client_print: choose-client 
1773577587.240790 sending message 304 to peer 0x5650cf0e94b0 (19 bytes)
1773577587.240800 file 1 sent 15, left 0
1773577587.240813 format_expand1: expanding format: #{command_list_name} #{command_list_alias}
1773577587.240823 format_expand1: found #{}: command_list_name
1773577587.240834 format_replace: format 'command_list_name' found: choose-tree
1773577587.240845 format_replace: replaced 'command_list_name' with 'choose-tree'
1773577587.240856 format_expand1: found #{}: command_list_alias
1773577587.240867 format_replace: format 'command_list_alias' found: 
1773577587.240877 format_replace: replaced 'command_list_alias' with ''
1773577587.240887 format_expand1: result is: choose-tree 
1773577587.240897 server_client_print: choose-tree 
1773577587.240907 sending message 304 to peer 0x5650cf0e94b0 (17 bytes)
1773577587.240917 file 1 sent 13, left 0
1773577587.240928 format_expand1: expanding format: #{command_list_name} #{command_list_alias}
1773577587.240938 format_expand1: found #{}: command_list_name
1773577587.240951 format_replace: format 'command_list_name' found: clear-history
1773577587.240961 format_replace: replaced 'command_list_name' with 'clear-history'
1773577587.240971 format_expand1: found #{}: command_list_alias
1773577587.240982 format_replace: format 'command_list_alias' found: clearhist
1773577587.240992 format_replace: replaced 'command_list_alias' with 'clearhist'
1773577587.241002 format_expand1: result is: clear-history clearhist
1773577587.241012 server_client_print: clear-history clearhist
1773577587.241023 sending message 304 to peer 0x5650cf0e94b0 (28 bytes)
1773577587.241033 file 1 sent 24, left 0
1773577587.241045 format_expand1: expanding format: #{command_list_name} #{command_list_alias}
1773577587.241055 format_expand1: found #{}: command_list_name
1773577587.241066 format_replace: format 'command_list_name' found: clear-prompt-history
1773577587.241077 format_replace: replaced 'command_list_name' with 'clear-prompt-history'
1773577587.241088 format_expand1: found #{}: command_list_alias
1773577587.241098 format_replace: format 'command_list_alias' found: clearphist
1773577587.241119 format_replace: replaced 'command_list_alias' with 'clearphist'
1773577587.241129 format_expand1: result is: clear-prompt-history clearphist
1773577587.241141 server_client_print: clear-prompt-history clearphist
1773577587.241151 sending message 304 to peer 0x5650cf0e94b0 (36 bytes)
1773577587.241161 file 1 sent 32, left 0
1773577587.241174 format_expand1: expanding format: #{command_list_name} #{command_list_alias}
1773577587.241250 format_expand1: found #{}: command_list_name
1773577587.241289 format_replace: format 'command_list_name' found: clock-mode
1773577587.241310 format_replace: replaced 'command_list_name' with 'clock-mode'
1773577587.241329 format_expand1: found #{}: command_list_alias
1773577587.241349 format_replace: format 'command_list_alias' found: 
1773577587.241366 format_replace: replaced 'command_list_alias' with ''
1773577587.241382 format_expand1: result is: clock-mode 
1773577587.241402 server_client_print: clock-mode 
1773577587.241420 sending message 304 to peer 0x5650cf0e94b0 (16 bytes)
1773577587.241442 file 1 sent 12, left 0
1773577587.241462 format_expand1: expanding format: #{command_list_name} #{command_list_alias}
1773577587.241507 format_expand1: found #{}: command_list_name
1773577587.241555 format_replace: format 'command_list_name' found: command-prompt
1773577587.241573 format_replace: replaced 'command_list_name' with 'command-prompt'
1773577587.241589 format_expand1: found #{}: command_list_alias
1773577587.241608 format_replace: format 'command_list_alias' found: 
1773577587.241625 format_replace: replaced 'command_list_alias' with ''
1773577587.241642 format_expand1: result is: command-prompt 
1773577587.241660 server_client_print: command-prompt 
1773577587.241679 sending message 304 to peer 0x5650cf0e94b0 (20 bytes)
1773577587.241698 file 1 sent 16, left 0
1773577587.241717 format_expand1: expanding format: #{command_list_name} #{command_list_alias}
1773577587.241734 format_expand1: found #{}: command_list_name
1773577587.241753 format_replace: format 'command_list_name' found: confirm-before
1773577587.241769 format_replace: replaced 'command_list_name' with 'confirm-before'
1773577587.241787 format_expand1: found #{}: command_list_alias
1773577587.241806 format_replace: format 'command_list_alias' found: confirm
1773577587.241822 format_replace: replaced 'command_list_alias' with 'confirm'
1773577587.241839 format_expand1: result is: confirm-before confirm
1773577587.241857 server_client_print: confirm-before confirm
1773577587.241876 sending message 304 to peer 0x5650cf0e94b0 (27 bytes)
1773577587.241893 file 1 sent 23, left 0
1773577587.241912 format_expand1: expanding format: #{command_list_name} #{command_list_alias}
1773577587.241929 format_expand1: found #{}: command_list_name
1773577587.241946 format_replace: format 'command_list_name' found: copy-mode
1773577587.241963 format_replace: replaced 'command_list_name' with 'copy-mode'
1773577587.241980 format_expand1: found #{}: command_list_alias
1773577587.241998 format_replace: format 'command_list_alias' found: 
1773577587.242014 format_replace: replaced 'command_list_alias' with ''
1773577587.242031 format_expand1: result is: copy-mode 
1773577587.242047 server_client_print: copy-mode 
1773577587.242065 sending message 304 to peer 0x5650cf0e94b0 (15 bytes)
1773577587.242082 file 1 sent 11, left 0
1773577587.242099 format_expand1: expanding format: #{command_list_name} #{command_list_alias}
1773577587.242138 format_expand1: found #{}: command_list_name
1773577587.242157 format_replace: format 'command_list_name' found: customize-mode
1773577587.242175 format_replace: replaced 'command_list_name' with 'customize-mode'
1773577587.242192 format_expand1: found #{}: command_list_alias
1773577587.242211 format_replace: format 'command_list_alias' found: 
1773577587.242228 format_replace: replaced 'command_list_alias' with ''
1773577587.242244 format_expand1: result is: customize-mode 
1773577587.242265 server_client_print: customize-mode 
1773577587.242282 sending message 304 to peer 0x5650cf0e94b0 (20 bytes)
1773577587.242299 file 1 sent 16, left 0
1773577587.242317 format_expand1: expanding format: #{command_list_name} #{command_list_alias}
1773577587.242333 format_expand1: found #{}: command_list_name
1773577587.242353 format_replace: format 'command_list_name' found: delete-buffer
1773577587.242369 format_replace: replaced 'command_list_name' with 'delete-buffer'
1773577587.242385 format_expand1: found #{}: command_list_alias
1773577587.242403 format_replace: format 'command_list_alias' found: deleteb
1773577587.242420 format_replace: replaced 'command_list_alias' with 'deleteb'
1773577587.242437 format_expand1: result is: delete-buffer deleteb
1773577587.242454 server_client_print: delete-buffer deleteb
1773577587.242471 sending message 304 to peer 0x5650cf0e94b0 (26 bytes)
1773577587.242488 file 1 sent 22, left 0
1773577587.242506 format_expand1: expanding format: #{command_list_name} #{command_list_alias}
1773577587.242523 format_expand1: found #{}: command_list_name
1773577587.242541 format_replace: format 'command_list_name' found: detach-client
1773577587.242558 format_replace: replaced 'command_list_name' with 'detach-client'
1773577587.242586 format_expand1: found #{}: command_list_alias
1773577587.242610 format_replace: format 'command_list_alias' found: detach
1773577587.242628 format_replace: replaced 'command_list_alias' with 'detach'
1773577587.242644 format_expand1: result is: detach-client detach
1773577587.242661 server_client_print: detach-client detach
1773577587.242679 sending message 304 to peer 0x5650cf0e94b0 (25 bytes)
1773577587.242695 file 1 sent 21, left 0
1773577587.242715 format_expand1: expanding format: #{command_list_name} #{command_list_alias}
1773577587.242731 format_expand1: found #{}: command_list_name
1773577587.242749 format_replace: format 'command_list_name' found: display-menu
1773577587.242766 format_replace: replaced 'command_list_name' with 'display-menu'
1773577587.242782 format_expand1: found #{}: command_list_alias
1773577587.242801 format_replace: format 'command_list_alias' found: menu
1773577587.242817 format_replace: replaced 'command_list_alias' with 'menu'
1773577587.242833 format_expand1: result is: display-menu menu
1773577587.242850 server_client_print: display-menu menu
1773577587.242867 sending message 304 to peer 0x5650cf0e94b0 (22 bytes)
1773577587.242884 file 1 sent 18, left 0
1773577587.242902 format_expand1: expanding format: #{command_list_name} #{command_list_alias}
1773577587.242919 format_expand1: found #{}: command_list_name
1773577587.242937 format_replace: format 'command_list_name' found: display-message
1773577587.242954 format_replace: replaced 'command_list_name' with 'display-message'
1773577587.242966 format_expand1: found #{}: command_list_alias
1773577587.242977 format_replace: format 'command_list_alias' found: display
1773577587.242987 format_replace: replaced 'command_list_alias' with 'display'
1773577587.242997 format_expand1: result is: display-message display
1773577587.243007 server_client_print: display-message display
1773577587.243017 sending message 304 to peer 0x5650cf0e94b0 (28 bytes)
1773577587.243027 file 1 sent 24, left 0
1773577587.243039 format_expand1: expanding format: #{command_list_name} #{command_list_alias}
1773577587.243050 format_expand1: found #{}: command_list_name
1773577587.243061 format_replace: format 'command_list_name' found: display-popup
1773577587.243071 format_replace: replaced 'command_list_name' with 'display-popup'
1773577587.243081 format_expand1: found #{}: command_list_alias
1773577587.243092 format_replace: format 'command_list_alias' found: popup
1773577587.243102 format_replace: replaced 'command_list_alias' with 'popup'
1773577587.243141 format_expand1: result is: display-popup popup
1773577587.243152 server_client_print: display-popup popup
1773577587.243164 sending message 304 to peer 0x5650cf0e94b0 (24 bytes)
1773577587.243174 file 1 sent 20, left 0
1773577587.243185 format_expand1: expanding format: #{command_list_name} #{command_list_alias}
1773577587.243195 format_expand1: found #{}: command_list_name
1773577587.243207 format_replace: format 'command_list_name' found: display-panes
